"","task.id","learner.id","iter","bac","multiclass.fscore","multiclass.gmean"
"96","Aggregated","classif.rpart",96,0.73844696969697,0.7156042823342,0.807252767343892
"97","Aggregated","classif.rpart",97,0.664015151515152,0.683006535947712,0.738659128750098
"98","Aggregated","classif.rpart",98,0.700378787878788,0.691777106099357,0.766824681039478
"99","Aggregated","classif.rpart",99,0.651515151515151,0.670899470899471,0.724464712423099
"100","Aggregated","classif.rpart",100,0.721590909090909,0.730992792373866,0.790936345857478
"101","Aggregated","classif.kknn",1,0.819191919191919,0.828586535919437,0.865611483448306
"102","Aggregated","classif.kknn",2,0.787878787878788,0.783882783882784,0.848391280492107
"103","Aggregated","classif.kknn",3,0.848484848484849,0.862626262626263,0.893179569111944
"104","Aggregated","classif.kknn",4,0.842424242424242,0.842712842712843,0.880028749968343
"105","Aggregated","classif.kknn",5,0.805113636363636,0.814102564102564,0.846014362087325
"106","Aggregated","classif.kknn",6,0.909090909090909,0.922774657328433,0.931523048623853
"107","Aggregated","classif.kknn",7,0.882828282828283,0.882828282828283,0.912696269969883
"108","Aggregated","classif.kknn",8,0.76969696969697,0.76969696969697,0.830039212707902
"109","Aggregated","classif.kknn",9,0.8125,0.821727395411606,0.860873143362083
"110","Aggregated","classif.kknn",10,0.783901515151515,0.783150183150183,0.831521458604296
"111","Aggregated","classif.kknn",11,0.822222222222222,0.821067821067821,0.872682172189806
"112","Aggregated","classif.kknn",12,0.854924242424242,0.854924242424242,0.893451368625344
"113","Aggregated","classif.kknn",13,0.786931818181818,0.795986622073579,0.838696186749991
"114","Aggregated","classif.kknn",14,0.756565656565657,0.777015001271294,0.818036824777784
"115","Aggregated","classif.kknn",15,0.856565656565657,0.867860187553282,0.888577382672203
"116","Aggregated","classif.kknn",16,0.737373737373737,0.734811565951917,0.80534106329003
"117","Aggregated","classif.kknn",17,0.857954545454545,0.864214046822742,0.891221279438358
"118","Aggregated","classif.kknn",18,0.825,0.810166177908113,0.870351162601412
"119","Aggregated","classif.kknn",19,0.862626262626263,0.870788912579957,0.901494706538469
"120","Aggregated","classif.kknn",20,0.768371212121212,0.79514963880289,0.821421984207272
"121","Aggregated","classif.kknn",21,0.818181818181818,0.830013012069816,0.871740928009077
"122","Aggregated","classif.kknn",22,0.838068181818182,0.870588235294118,0.870855722932166
"123","Aggregated","classif.kknn",23,0.828977272727273,0.844459633933318,0.873970464929888
"124","Aggregated","classif.kknn",24,0.796401515151515,0.792380952380952,0.841338652459191
"125","Aggregated","classif.kknn",25,0.822222222222222,0.821067821067821,0.872682172189806
"126","Aggregated","classif.kknn",26,0.86969696969697,0.854924242424242,0.906239413171157
"127","Aggregated","classif.kknn",27,0.845454545454545,0.839576365663322,0.885644755222669
"128","Aggregated","classif.kknn",28,0.913131313131313,0.896990740740741,0.938667942226923
"129","Aggregated","classif.kknn",29,0.800757575757576,0.799220272904483,0.850141293843984
"130","Aggregated","classif.kknn",30,0.798674242424242,0.830237358101135,0.842966236244248
"131","Aggregated","classif.kknn",31,0.807765151515151,0.819191919191919,0.85896127422682
"132","Aggregated","classif.kknn",32,0.903030303030303,0.896209054103791,0.922736251259811
"133","Aggregated","classif.kknn",33,0.868686868686869,0.846733379342075,0.903288017765748
"134","Aggregated","classif.kknn",34,0.846464646464646,0.847801321485532,0.88870463414706
"135","Aggregated","classif.kknn",35,0.809090909090909,0.849820168574802,0.850924103329252
"136","Aggregated","classif.kknn",36,0.731060606060606,0.733234237582064,0.790040575040055
"137","Aggregated","classif.kknn",37,0.768686868686869,0.788126112382405,0.827341941586261
"138","Aggregated","classif.kknn",38,0.848863636363636,0.834861346915676,0.897380270287506
"139","Aggregated","classif.kknn",39,0.868371212121212,0.876390276390276,0.90521623819802
"140","Aggregated","classif.kknn",40,0.821590909090909,0.830818304502515,0.86738951833071
"141","Aggregated","classif.kknn",41,0.767045454545455,0.785809049988154,0.820940379292059
"142","Aggregated","classif.kknn",42,0.898674242424242,0.895138888888889,0.92697233718247
"143","Aggregated","classif.kknn",43,0.898989898989899,0.881130952380952,0.917771481204618
"144","Aggregated","classif.kknn",44,0.802020202020202,0.796118421052632,0.854894239606338
"145","Aggregated","classif.kknn",45,0.78989898989899,0.802614379084967,0.845875062532002
"146","Aggregated","classif.kknn",46,0.736742424242424,0.756242709895499,0.799748101436515
"147","Aggregated","classif.kknn",47,0.846464646464646,0.836996336996337,0.892662293682971
"148","Aggregated","classif.kknn",48,0.823232323232323,0.831635473426518,0.8745783703758
"149","Aggregated","classif.kknn",49,0.811174242424242,0.811174242424243,0.858838259224634
"150","Aggregated","classif.kknn",50,0.892613636363636,0.896990740740741,0.924579112964294
"151","Aggregated","classif.kknn",51,0.875757575757576,0.857954545454545,0.909834340308453
"152","Aggregated","classif.kknn",52,0.858585858585859,0.868342271327346,0.892466149039601
"153","Aggregated","classif.kknn",53,0.805050505050505,0.825770308123249,0.841655003938796
"154","Aggregated","classif.kknn",54,0.841477272727273,0.833573833573834,0.883634220607971
"155","Aggregated","classif.kknn",55,0.888257575757576,0.88219696969697,0.913347359299401
"156","Aggregated","classif.kknn",56,0.865656565656566,0.837542242703533,0.904876203680738
"157","Aggregated","classif.kknn",57,0.767676767676768,0.781419661686185,0.826139347195177
"158","Aggregated","classif.kknn",58,0.898674242424242,0.906693306693307,0.924903804215216
"159","Aggregated","classif.kknn",59,0.779166666666667,0.789576365663322,0.835592069457577
"160","Aggregated","classif.kknn",60,0.7125,0.735810113519092,0.772218242523688
"161","Aggregated","classif.kknn",61,0.848484848484849,0.815706270446114,0.885293418728026
"162","Aggregated","classif.kknn",62,0.767045454545455,0.778787878787879,0.82575962055441
"163","Aggregated","classif.kknn",63,0.855555555555556,0.855555555555556,0.89409076143703
"164","Aggregated","classif.kknn",64,0.879166666666667,0.881523569023569,0.909053314957891
"165","Aggregated","classif.kknn",65,0.735037878787879,0.776719576719577,0.78590997017991
"166","Aggregated","classif.kknn",66,0.898674242424242,0.890624673233369,0.93284130499877
"167","Aggregated","classif.kknn",67,0.745833333333333,0.7682930377353,0.803861767787917
"168","Aggregated","classif.kknn",68,0.813131313131313,0.833551198257081,0.856091170448837
"169","Aggregated","classif.kknn",69,0.838383838383838,0.845944192083063,0.885038195197922
"170","Aggregated","classif.kknn",70,0.802020202020202,0.795986622073579,0.851310128462939
"171","Aggregated","classif.kknn",71,0.848484848484849,0.858998519316193,0.891203485882117
"172","Aggregated","classif.kknn",72,0.895643939393939,0.894345238095238,0.926863239414516
"173","Aggregated","classif.kknn",73,0.933333333333333,0.954811270600744,0.948683298050514
"174","Aggregated","classif.kknn",74,0.816161616161616,0.795555555555556,0.860249220257468
"175","Aggregated","classif.kknn",75,0.898989898989899,0.916755793226381,0.920743665497709
"176","Aggregated","classif.kknn",76,0.809090909090909,0.823017266608136,0.851986674221756
"177","Aggregated","classif.kknn",77,0.777777777777778,0.761679292929293,0.836505407228764
"178","Aggregated","classif.kknn",78,0.848484848484849,0.870788912579957,0.888700973802784
"179","Aggregated","classif.kknn",79,0.76875,0.778917378917379,0.82464384285323
"180","Aggregated","classif.kknn",80,0.821590909090909,0.828327228327228,0.867224310546562
"181","Aggregated","classif.kknn",81,0.746212121212121,0.735101838052658,0.822111488087933
"182","Aggregated","classif.kknn",82,0.803030303030303,0.81173497591408,0.847446414518672
"183","Aggregated","classif.kknn",83,0.936363636363636,0.909028169897735,0.952512397550569
"184","Aggregated","classif.kknn",84,0.758585858585859,0.778464276633613,0.814127611623723
"185","Aggregated","classif.kknn",85,0.791287878787879,0.795730585204269,0.845467407764912
"186","Aggregated","classif.kknn",86,0.787878787878788,0.805709547500592,0.847001970037314
"187","Aggregated","classif.kknn",87,0.906060606060606,0.923529411764706,0.931188204024867
"188","Aggregated","classif.kknn",88,0.846464646464646,0.866884531590414,0.878235274510553
"189","Aggregated","classif.kknn",89,0.905113636363636,0.900445558340295,0.924322828434819
"190","Aggregated","classif.kknn",90,0.797348484848485,0.817555081734186,0.841347119245165
"191","Aggregated","classif.kknn",91,0.858585858585859,0.864979450573221,0.89177207757343
"192","Aggregated","classif.kknn",92,0.845833333333333,0.856815114709851,0.882529208816075
"193","Aggregated","classif.kknn",93,0.738383838383838,0.729861111111111,0.813097736570797
"194","Aggregated","classif.kknn",94,0.819191919191919,0.819191919191919,0.870932414961454
"195","Aggregated","classif.kknn",95,0.939393939393939,0.923611111111111,0.950641791867209
"196","Aggregated","classif.kknn",96,0.828977272727273,0.846464646464646,0.874239987653385
"197","Aggregated","classif.kknn",97,0.835037878787879,0.854071746530505,0.870440926081848
"198","Aggregated","classif.kknn",98,0.945833333333333,0.931703452178834,0.9601844154206
"199","Aggregated","classif.kknn",99,0.738383838383838,0.768305740878017,0.793194973096599
"200","Aggregated","classif.kknn",100,0.771780303030303,0.758730158730159,0.831474603382239
"201","Aggregated","classif.multinom",1,0.882828282828283,0.876428250112461,0.916556988894487
"202","Aggregated","classif.multinom",2,0.808080808080808,0.78997009431792,0.863974789766123
"203","Aggregated","classif.multinom",3,0.807765151515151,0.812151616499443,0.863269336864749
"204","Aggregated","classif.multinom",4,0.882828282828283,0.874947274947275,0.917190949706428
"205","Aggregated","classif.multinom",5,0.841477272727273,0.854601758949585,0.874193529585929
"206","Aggregated","classif.multinom",6,0.848484848484849,0.862626262626263,0.893179569111944
"207","Aggregated","classif.multinom",7,0.836363636363636,0.831657754010695,0.870988106327185
"208","Aggregated","classif.multinom",8,0.856565656565657,0.854560644034328,0.901042439917822
"209","Aggregated","classif.multinom",9,0.879166666666667,0.871428571428571,0.914314107780521
"210","Aggregated","classif.multinom",10,0.857954545454545,0.848863636363636,0.891983911016114
"211","Aggregated","classif.multinom",11,0.85959595959596,0.86026936026936,0.902566274524449
"212","Aggregated","classif.multinom",12,0.854924242424242,0.861660561660562,0.88875301360791
"213","Aggregated","classif.multinom",13,0.868371212121212,0.874947274947275,0.90449706426211
"214","Aggregated","classif.multinom",14,0.88989898989899,0.892255892255892,0.923072190510905
"215","Aggregated","classif.multinom",15,0.836363636363636,0.848678601875533,0.882652869589286
"216","Aggregated","classif.multinom",16,0.828282828282828,0.827969132316958,0.876822369718552
"217","Aggregated","classif.multinom",17,0.797348484848485,0.803030303030303,0.841774313756279
"218","Aggregated","classif.multinom",18,0.889583333333333,0.900404858299595,0.918432442947879
"219","Aggregated","classif.multinom",19,0.86969696969697,0.844126984126984,0.908527421372674
"220","Aggregated","classif.multinom",20,0.868371212121212,0.86659305606674,0.900282276778911
"221","Aggregated","classif.multinom",21,0.888888888888889,0.881848586196412,0.920886071539787
"222","Aggregated","classif.multinom",22,0.939393939393939,0.948695748695749,0.957593868846625
"223","Aggregated","classif.multinom",23,0.762310606060606,0.771043771043771,0.825322837805386
"224","Aggregated","classif.multinom",24,0.909090909090909,0.935868277659322,0.929105666754489
"225","Aggregated","classif.multinom",25,0.862626262626263,0.872376214167259,0.901532675842675
"226","Aggregated","classif.multinom",26,0.813131313131313,0.805250305250305,0.871430285262068
"227","Aggregated","classif.multinom",27,0.885858585858586,0.889790352032915,0.91433623481081
"228","Aggregated","classif.multinom",28,0.86969696969697,0.845598845598846,0.910543819039412
"229","Aggregated","classif.multinom",29,0.865340909090909,0.882889040783778,0.897391007022642
"230","Aggregated","classif.multinom",30,0.89469696969697,0.861835748792271,0.923126731616941
"231","Aggregated","classif.multinom",31,0.909090909090909,0.916949716949717,0.937757780550703
"232","Aggregated","classif.multinom",32,0.923232323232323,0.921394395078606,0.944022448039571
"233","Aggregated","classif.multinom",33,0.909090909090909,0.85982905982906,0.92612700661897
"234","Aggregated","classif.multinom",34,0.823232323232323,0.823232323232323,0.880041146764726
"235","Aggregated","classif.multinom",35,0.835353535353535,0.854792779049072,0.870744213785715
"236","Aggregated","classif.multinom",36,0.765340909090909,0.771916971916972,0.835383158630745
"237","Aggregated","classif.multinom",37,0.791919191919192,0.796495988954748,0.846174316786583
"238","Aggregated","classif.multinom",38,0.818560606060606,0.816719576719577,0.873590849512008
"239","Aggregated","classif.multinom",39,0.847537878787879,0.821878162315321,0.890329129650966
"240","Aggregated","classif.multinom",40,0.92594696969697,0.928561212814645,0.946566038593222
"241","Aggregated","classif.multinom",41,0.939393939393939,0.939393939393939,0.961540397583926
"242","Aggregated","classif.multinom",42,0.888257575757576,0.897879897879898,0.91217369123283
"243","Aggregated","classif.multinom",43,0.787878787878788,0.813868003341688,0.842112168103837
"244","Aggregated","classif.multinom",44,0.956565656565657,0.947045707915273,0.970292155389385
"245","Aggregated","classif.multinom",45,0.923232323232323,0.911937185621396,0.948388304694412
"246","Aggregated","classif.multinom",46,0.817234848484849,0.817234848484849,0.863483553827957
"247","Aggregated","classif.multinom",47,0.87979797979798,0.858385774218154,0.916893387954008
"248","Aggregated","classif.multinom",48,0.75959595959596,0.743110190936278,0.832247797842602
"249","Aggregated","classif.multinom",49,0.791287878787879,0.796581196581197,0.846168822919227
"250","Aggregated","classif.multinom",50,0.841477272727273,0.820908144678636,0.891672436092925
"251","Aggregated","classif.multinom",51,0.797979797979798,0.783497969091739,0.840322629804174
"252","Aggregated","classif.multinom",52,0.868686868686869,0.850063131313131,0.898012077901258
"253","Aggregated","classif.multinom",53,0.882828282828283,0.883688139981046,0.912381726229369
"254","Aggregated","classif.multinom",54,0.903030303030303,0.911937185621396,0.933969743665962
"255","Aggregated","classif.multinom",55,0.928977272727273,0.917897400506096,0.951090220775197
"256","Aggregated","classif.multinom",56,0.906060606060606,0.901259559154296,0.925069367259502
"257","Aggregated","classif.multinom",57,0.707070707070707,0.736315536315536,0.773200448154703
"258","Aggregated","classif.multinom",58,0.878787878787879,0.884726867335563,0.916953891034957
"259","Aggregated","classif.multinom",59,0.789583333333333,0.78125,0.849464194426754
"260","Aggregated","classif.multinom",60,0.845833333333333,0.852665852665853,0.881712812616519
"261","Aggregated","classif.multinom",61,0.848484848484849,0.81559934318555,0.887056519334071
"262","Aggregated","classif.multinom",62,0.827651515151515,0.835228539576366,0.871682965415999
"263","Aggregated","classif.multinom",63,0.875757575757576,0.8625,0.909920333067285
"264","Aggregated","classif.multinom",64,0.95625,0.946862104756842,0.969611451750174
"265","Aggregated","classif.multinom",65,0.892613636363636,0.901680775364986,0.920739529068004
"266","Aggregated","classif.multinom",66,0.868371212121212,0.882828282828283,0.899941104056379
"267","Aggregated","classif.multinom",67,0.922916666666667,0.922243265993266,0.943218818888648
"268","Aggregated","classif.multinom",68,0.77979797979798,0.777263415542608,0.833012619939441
"269","Aggregated","classif.multinom",69,0.848484848484849,0.851750021820721,0.895333235824526
"270","Aggregated","classif.multinom",70,0.865656565656566,0.872376214167259,0.902413949793583
"271","Aggregated","classif.multinom",71,0.818181818181818,0.809716599190283,0.865117715621651
"272","Aggregated","classif.multinom",72,0.841477272727273,0.828494623655914,0.887597190861956
"273","Aggregated","classif.multinom",73,0.922916666666667,0.924420426065163,0.94461086351352
"274","Aggregated","classif.multinom",74,0.913131313131313,0.906465464360201,0.936118935139637
"275","Aggregated","classif.multinom",75,0.767676767676768,0.773675102747134,0.831072585097218
"276","Aggregated","classif.multinom",76,0.906060606060606,0.894956140350877,0.929066906596323
"277","Aggregated","classif.multinom",77,0.868686868686869,0.867055649664345,0.908942648488777
"278","Aggregated","classif.multinom",78,0.868371212121212,0.85978835978836,0.912195356164462
"279","Aggregated","classif.multinom",79,0.9,0.926251097453907,0.919538157421121
"280","Aggregated","classif.multinom",80,0.82594696969697,0.824877450980392,0.877663726240193
"281","Aggregated","classif.multinom",81,0.785984848484849,0.757420357420357,0.838490272422775
"282","Aggregated","classif.multinom",82,0.846464646464646,0.851851851851852,0.888574623472667
"283","Aggregated","classif.multinom",83,0.903030303030303,0.922856011091305,0.929309172862382
"284","Aggregated","classif.multinom",84,0.791919191919192,0.784038184038184,0.856325781145643
"285","Aggregated","classif.multinom",85,0.798674242424242,0.829847494553377,0.842862724833891
"286","Aggregated","classif.multinom",86,0.848484848484849,0.854900654900655,0.897663474580399
"287","Aggregated","classif.multinom",87,0.97979797979798,0.959217563837129,0.982032704540935
"288","Aggregated","classif.multinom",88,0.88989898989899,0.900864100549882,0.918753642671807
"289","Aggregated","classif.multinom",89,0.918560606060606,0.907647907647908,0.938649901077114
"290","Aggregated","classif.multinom",90,0.767045454545455,0.778787878787879,0.82575962055441
"291","Aggregated","classif.multinom",91,0.919191919191919,0.909218559218559,0.939381325592581
"292","Aggregated","classif.multinom",92,0.822916666666667,0.843751829089845,0.860993994138186
"293","Aggregated","classif.multinom",93,0.809090909090909,0.809513903335414,0.857522937075936
"294","Aggregated","classif.multinom",94,0.785858585858586,0.772916666666667,0.856402752248177
"295","Aggregated","classif.multinom",95,0.858585858585859,0.861050304035379,0.887916787171445
"296","Aggregated","classif.multinom",96,0.815530303030303,0.812881388253242,0.866185691684119
"297","Aggregated","classif.multinom",97,0.906060606060606,0.913919413919414,0.935729392739214
"298","Aggregated","classif.multinom",98,0.851893939393939,0.861121334805545,0.887707326961187
"299","Aggregated","classif.multinom",99,0.832323232323232,0.831168831168831,0.885710386916519
"300","Aggregated","classif.multinom",100,0.92594696969697,0.928561212814645,0.946566038593222
"301","Aggregated","classif.ranger",1,0.913131313131313,0.914983164983165,0.930936599632977
"302","Aggregated","classif.ranger",2,0.757575757575758,0.756105006105006,0.827875897123083
"303","Aggregated","classif.ranger",3,0.807765151515151,0.819614913436424,0.858496064982652
"304","Aggregated","classif.ranger",4,0.822222222222222,0.83859157698167,0.86274818258192
"305","Aggregated","classif.ranger",5,0.82594696969697,0.840909090909091,0.868205184748234
"306","Aggregated","classif.ranger",6,0.909090909090909,0.918060200668896,0.93752249569074
"307","Aggregated","classif.ranger",7,0.913131313131313,0.912673647227423,0.931474612490365
"308","Aggregated","classif.ranger",8,0.956565656565657,0.945665445665446,0.970207608094881
"309","Aggregated","classif.ranger",9,0.85625,0.86531713900135,0.896776377493887
"310","Aggregated","classif.ranger",10,0.777840909090909,0.794612794612795,0.8265348553194
"311","Aggregated","classif.ranger",11,0.826262626262626,0.838874680306905,0.869484496411206
"312","Aggregated","classif.ranger",12,0.905113636363636,0.889605734767025,0.928465312335083
"313","Aggregated","classif.ranger",13,0.747159090909091,0.780218662598525,0.801498260342469
"314","Aggregated","classif.ranger",14,0.723232323232323,0.738590508667235,0.792728080191851
"315","Aggregated","classif.ranger",15,0.729292929292929,0.736714975845411,0.792107552222256
"316","Aggregated","classif.ranger",16,0.757575757575758,0.738190002369107,0.798260809434739
"317","Aggregated","classif.ranger",17,0.868371212121212,0.866739993098689,0.90846021227665
"318","Aggregated","classif.ranger",18,0.889583333333333,0.900404858299595,0.918432442947879
"319","Aggregated","classif.ranger",19,0.906060606060606,0.888257575757576,0.92952190632565
"320","Aggregated","classif.ranger",20,0.854924242424242,0.861660561660562,0.88875301360791
"321","Aggregated","classif.ranger",21,0.868686868686869,0.884282317045812,0.899825096948509
"322","Aggregated","classif.ranger",22,0.898674242424242,0.906693306693307,0.924903804215216
"323","Aggregated","classif.ranger",23,0.795643939393939,0.816479101817118,0.844612346865879
"324","Aggregated","classif.ranger",24,0.827651515151515,0.839393939393939,0.865691112295485
"325","Aggregated","classif.ranger",25,0.852525252525253,0.852525252525253,0.893008703952687
"326","Aggregated","classif.ranger",26,0.736363636363636,0.737373737373737,0.80731054193772
"327","Aggregated","classif.ranger",27,0.909090909090909,0.890829882677709,0.930488451325363
"328","Aggregated","classif.ranger",28,0.88989898989899,0.88759719961766,0.920314543137357
"329","Aggregated","classif.ranger",29,0.806060606060606,0.819396006096773,0.862785761112873
"330","Aggregated","classif.ranger",30,0.785227272727273,0.793406593406593,0.842604008394848
"331","Aggregated","classif.ranger",31,0.868371212121212,0.861375661375661,0.911704138452468
"332","Aggregated","classif.ranger",32,0.823232323232323,0.840041279669763,0.869604941140945
